Code INSEE,Nom de la commune,Code postal,ID Magasin,Magasin attribué,Département,Région
9033,BAGERT,09230,102,ALUMI'9,Ariège,Occitanie
9037,BARJAC,09230,102,ALUMI'9,Ariège,Occitanie
9046,BEDEILLE,09230,102,ALUMI'9,Ariège,Occitanie
9098,CONTRAZY,09230,102,ALUMI'9,Ariège,Occitanie
9120,FABAS,09230,102,ALUMI'9,Ariège,Occitanie
9158,LASSERRE,09230,102,ALUMI'9,Ariège,Occitanie
9184,MAUVEZIN DE STE CROIX,09230,102,ALUMI'9,Ariège,Occitanie
9190,MERIGON,09230,102,ALUMI'9,Ariège,Occitanie
9198,MONTARDIT,09230,102,ALUMI'9,Ariège,Occitanie
9257,STE CROIX VOLVESTRE,09230,102,ALUMI'9,Ariège,Occitanie
9313,TOURTOUSE,09230,102,ALUMI'9,Ariège,Occitanie
9001,AIGUES JUNTES,09240,102,ALUMI'9,Ariège,Occitanie
9007,ALLIERES,09240,102,ALUMI'9,Ariège,Occitanie
9009,ALZEN,09240,102,ALUMI'9,Ariège,Occitanie
9042,LA BASTIDE DE SEROU,09240,102,ALUMI'9,Ariège,Occitanie
9071,CADARCET,09240,102,ALUMI'9,Ariège,Occitanie
9108,DURBAN SUR ARIZE,09240,102,ALUMI'9,Ariège,Occitanie
9154,LARBONT,09240,102,ALUMI'9,Ariège,Occitanie
9196,MONTAGAGNE,09240,102,ALUMI'9,Ariège,Occitanie
9203,MONTELS,09240,102,ALUMI'9,Ariège,Occitanie
9212,MONTSERON,09240,102,ALUMI'9,Ariège,Occitanie
9216,NESCUS,09240,102,ALUMI'9,Ariège,Occitanie
9292,SENTENAC DE SEROU,09240,102,ALUMI'9,Ariège,Occitanie
9304,SUZAN,09240,102,ALUMI'9,Ariège,Occitanie
9012,APPY,09250,102,ALUMI'9,Ariège,Occitanie
9031,AXIAT,09250,102,ALUMI'9,Ariège,Occitanie
9053,BESTIAC,09250,102,ALUMI'9,Ariège,Occitanie
9087,CAUSSOU,09250,102,ALUMI'9,Ariège,Occitanie
9088,CAYCHAX,09250,102,ALUMI'9,Ariège,Occitanie
9131,GARANOU,09250,102,ALUMI'9,Ariège,Occitanie
9171,LORDAT,09250,102,ALUMI'9,Ariège,Occitanie
9176,LUZENAC,09250,102,ALUMI'9,Ariège,Occitanie
9287,SENCONAC,09250,102,ALUMI'9,Ariège,Occitanie
9318,UNAC,09250,102,ALUMI'9,Ariège,Occitanie
9330,VERNAUX,09250,102,ALUMI'9,Ariège,Occitanie
9185,MAZERES,09270,102,ALUMI'9,Ariège,Occitanie
9073,CAMARADE,09290,102,ALUMI'9,Ariège,Occitanie
9127,GABRE,09290,102,ALUMI'9,Ariège,Occitanie
9181,LE MAS D AZIL,09290,102,ALUMI'9,Ariège,Occitanie
9003,L AIGUILLON,09300,102,ALUMI'9,Ariège,Occitanie
9047,BELESTA,09300,102,ALUMI'9,Ariège,Occitanie
9051,BENAIX,09300,102,ALUMI'9,Ariège,Occitanie
9080,CARLA DE ROQUEFORT,09300,102,ALUMI'9,Ariège,Occitanie
9106,DREUILHE,09300,102,ALUMI'9,Ariège,Occitanie
9125,FOUGAX ET BARRINEUF,09300,102,ALUMI'9,Ariège,Occitanie
9126,FREYCHENET,09300,102,ALUMI'9,Ariège,Occitanie
9142,ILHAT,09300,102,ALUMI'9,Ariège,Occitanie
9160,LAVELANET,09300,102,ALUMI'9,Ariège,Occitanie
9165,LESPARROU,09300,102,ALUMI'9,Ariège,Occitanie
9166,LEYCHERT,09300,102,ALUMI'9,Ariège,Occitanie
9168,LIEURAC,09300,102,ALUMI'9,Ariège,Occitanie
9206,MONTFERRIER,09300,102,ALUMI'9,Ariège,Occitanie
9211,MONTSEGUR,09300,102,ALUMI'9,Ariège,Occitanie
9215,NALZEN,09300,102,ALUMI'9,Ariège,Occitanie
9227,PEREILLE,09300,102,ALUMI'9,Ariège,Occitanie
9242,RAISSAC,09300,102,ALUMI'9,Ariège,Occitanie
9249,ROQUEFIXADE,09300,102,ALUMI'9,Ariège,Occitanie
9250,ROQUEFORT LES CASCADES,09300,102,ALUMI'9,Ariège,Occitanie
9262,ST JEAN D AIGUES VIVES,09300,102,ALUMI'9,Ariège,Occitanie
9281,SAUTEL,09300,102,ALUMI'9,Ariège,Occitanie
9336,VILLENEUVE D OLMES,09300,102,ALUMI'9,Ariège,Occitanie
9004,ALBIES,09310,102,ALUMI'9,Ariège,Occitanie
9024,ASTON,09310,102,ALUMI'9,Ariège,Occitanie
9028,AULOS,09310,102,ALUMI'9,Ariège,Occitanie
9064,BOUAN,09310,102,ALUMI'9,Ariège,Occitanie
9070,LES CABANNES,09310,102,ALUMI'9,Ariège,Occitanie
9096,CHATEAU VERDUN,09310,102,ALUMI'9,Ariège,Occitanie
9155,LARCAT,09310,102,ALUMI'9,Ariège,Occitanie
9156,LARNAT,09310,102,ALUMI'9,Ariège,Occitanie
9159,LASSUR,09310,102,ALUMI'9,Ariège,Occitanie
9226,PECH,09310,102,ALUMI'9,Ariège,Occitanie
9296,SINSAT,09310,102,ALUMI'9,Ariège,Occitanie
9320,URS,09310,102,ALUMI'9,Ariège,Occitanie
9326,VEBRE,09310,102,ALUMI'9,Ariège,Occitanie
9328,VERDUN,09310,102,ALUMI'9,Ariège,Occitanie
9005,ALEU,09320,102,ALUMI'9,Ariège,Occitanie
9057,BIERT,09320,102,ALUMI'9,Ariège,Occitanie
9065,BOUSSENAC,09320,102,ALUMI'9,Ariège,Occitanie
9182,MASSAT,09320,102,ALUMI'9,Ariège,Occitanie
9231,LE PORT,09320,102,ALUMI'9,Ariège,Occitanie
9301,SOULAN,09320,102,ALUMI'9,Ariège,Occitanie
9207,MONTGAILLARD,09330,102,ALUMI'9,Ariège,Occitanie
9332,VERNIOLLE,09340,102,ALUMI'9,Ariège,Occitanie
9038,LA BASTIDE DE BESPLAS,09350,102,ALUMI'9,Ariège,Occitanie
9061,LES BORDES SUR ARIZE,09350,102,ALUMI'9,Ariège,Occitanie
9075,CAMPAGNE SUR ARIZE,09350,102,ALUMI'9,Ariège,Occitanie
9084,CASTEX,09350,102,ALUMI'9,Ariège,Occitanie
9105,DAUMAZAN SUR ARIZE,09350,102,ALUMI'9,Ariège,Occitanie
9123,FORNEX,09350,102,ALUMI'9,Ariège,Occitanie
9172,LOUBAUT,09350,102,ALUMI'9,Ariège,Occitanie
9186,MERAS,09350,102,ALUMI'9,Ariège,Occitanie
9205,MONTFA,09350,102,ALUMI'9,Ariège,Occitanie
9253,SABARAT,09350,102,ALUMI'9,Ariège,Occitanie
9310,THOUARS SUR ARIZE,09350,102,ALUMI'9,Ariège,Occitanie
9139,L HOSPITALET PRES L ANDORRE,09390,102,ALUMI'9,Ariège,Occitanie
9006,ALLIAT,09400,102,ALUMI'9,Ariège,Occitanie
9015,ARIGNAC,09400,102,ALUMI'9,Ariège,Occitanie
9016,ARNAVE,09400,102,ALUMI'9,Ariège,Occitanie
9045,BEDEILHAC ET AYNAT,09400,102,ALUMI'9,Ariège,Occitanie
9058,BOMPAS,09400,102,ALUMI'9,Ariège,Occitanie
9077,CAPOULET ET JUNAC,09400,102,ALUMI'9,Ariège,Occitanie
9092,CAZENAVE SERRES ET ALLENS,09400,102,ALUMI'9,Ariège,Occitanie
9133,GENAT,09400,102,ALUMI'9,Ariège,Occitanie
9136,GOURBIT,09400,102,ALUMI'9,Ariège,Occitanie
9152,LAPEGE,09400,102,ALUMI'9,Ariège,Occitanie
9188,MERCUS GARRABET,09400,102,ALUMI'9,Ariège,Occitanie
9188,MERCUS GARRABET,09400,102,ALUMI'9,Ariège,Occitanie
9192,MIGLOS,09400,102,ALUMI'9,Ariège,Occitanie
9217,NIAUX,09400,102,ALUMI'9,Ariège,Occitanie
9221,ORNOLAC USSAT LES BAINS,09400,102,ALUMI'9,Ariège,Occitanie
9240,QUIE,09400,102,ALUMI'9,Ariège,Occitanie
9241,RABAT LES TROIS SEIGNEURS,09400,102,ALUMI'9,Ariège,Occitanie
9280,SAURAT,09400,102,ALUMI'9,Ariège,Occitanie
9280,SAURAT,09400,102,ALUMI'9,Ariège,Occitanie
9303,SURBA,09400,102,ALUMI'9,Ariège,Occitanie
9306,TARASCON SUR ARIEGE,09400,102,ALUMI'9,Ariège,Occitanie
9306,TARASCON SUR ARIEGE,09400,102,ALUMI'9,Ariège,Occitanie
9321,USSAT,09400,102,ALUMI'9,Ariège,Occitanie
9082,CASTELNAU DURBAN,09420,102,ALUMI'9,Ariège,Occitanie
9097,CLERMONT,09420,102,ALUMI'9,Ariège,Occitanie
9118,ESPLAS DE SEROU,09420,102,ALUMI'9,Ariège,Occitanie
9164,LESCURE,09420,102,ALUMI'9,Ariège,Occitanie
9246,RIMONT,09420,102,ALUMI'9,Ariège,Occitanie
9020,ARTIGUES,09460,102,ALUMI'9,Ariège,Occitanie
9078,CARCANIERES,09460,102,ALUMI'9,Ariège,Occitanie
9193,MIJANES,09460,102,ALUMI'9,Ariège,Occitanie
9230,LE PLA,09460,102,ALUMI'9,Ariège,Occitanie
9237,LE PUCH,09460,102,ALUMI'9,Ariège,Occitanie
9239,QUERIGUT,09460,102,ALUMI'9,Ariège,Occitanie
9252,ROUZE,09460,102,ALUMI'9,Ariège,Occitanie
9039,LA BASTIDE DE BOUSIGNAC,09500,102,ALUMI'9,Ariège,Occitanie
9052,BESSET,09500,102,ALUMI'9,Ariège,Occitanie
9074,CAMON,09500,102,ALUMI'9,Ariège,Occitanie
9089,CAZALS DES BAYLES,09500,102,ALUMI'9,Ariège,Occitanie
9102,COUTENS,09500,102,ALUMI'9,Ariège,Occitanie
9150,LAGARDE,09500,102,ALUMI'9,Ariège,Occitanie
9153,LAPENNE,09500,102,ALUMI'9,Ariège,Occitanie
9178,MALEGOUDE,09500,102,ALUMI'9,Ariège,Occitanie
9180,MANSES,09500,102,ALUMI'9,Ariège,Occitanie
9194,MIREPOIX,09500,102,ALUMI'9,Ariège,Occitanie
9213,MOULIN NEUF,09500,102,ALUMI'9,Ariège,Occitanie
9244,RIEUCROS,09500,102,ALUMI'9,Ariège,Occitanie
9251,ROUMENGOUX,09500,102,ALUMI'9,Ariège,Occitanie
9259,ST FELIX DE TOURNEGAT,09500,102,ALUMI'9,Ariège,Occitanie
9260,STE FOI,09500,102,ALUMI'9,Ariège,Occitanie
9266,ST JULIEN DE GRAS CAPOU,09500,102,ALUMI'9,Ariège,Occitanie
9274,ST QUENTIN LA TOUR,09500,102,ALUMI'9,Ariège,Occitanie
9309,TEILHET,09500,102,ALUMI'9,Ariège,Occitanie
9314,TOURTROL,09500,102,ALUMI'9,Ariège,Occitanie
9316,TROYE D ARIEGE,09500,102,ALUMI'9,Ariège,Occitanie
9323,VALS,09500,102,ALUMI'9,Ariège,Occitanie
9341,VIVIES,09500,102,ALUMI'9,Ariège,Occitanie
9002,AIGUES VIVES,09600,102,ALUMI'9,Ariège,Occitanie
9043,LA BASTIDE SUR L HERS,09600,102,ALUMI'9,Ariège,Occitanie
9048,BELLOC,09600,102,ALUMI'9,Ariège,Occitanie
9107,DUN,09600,102,ALUMI'9,Ariège,Occitanie
9107,DUN,09600,102,ALUMI'9,Ariège,Occitanie
9107,DUN,09600,102,ALUMI'9,Ariège,Occitanie
9107,DUN,09600,102,ALUMI'9,Ariège,Occitanie
9115,ESCLAGNE,09600,102,ALUMI'9,Ariège,Occitanie
9157,LAROQUE D OLMES,09600,102,ALUMI'9,Ariège,Occitanie
9161,LERAN,09600,102,ALUMI'9,Ariège,Occitanie
9169,LIMBRASSAC,09600,102,ALUMI'9,Ariège,Occitanie
9200,MONTBEL,09600,102,ALUMI'9,Ariège,Occitanie
9229,LE PEYRAT,09600,102,ALUMI'9,Ariège,Occitanie
9233,PRADETTES,09600,102,ALUMI'9,Ariège,Occitanie
9243,REGAT,09600,102,ALUMI'9,Ariège,Occitanie
9305,TABRE,09600,102,ALUMI'9,Ariège,Occitanie
,SAVERDUN,09700,102,ALUMI'9,Ariège,Occitanie
9040,LA BASTIDE DE LORDAT,09700,102,ALUMI'9,Ariège,Occitanie
9067,BRIE,09700,102,ALUMI'9,Ariège,Occitanie
9076,CANTE,09700,102,ALUMI'9,Ariège,Occitanie
9117,ESPLAS,09700,102,ALUMI'9,Ariège,Occitanie
9132,GAUDIES,09700,102,ALUMI'9,Ariège,Occitanie
9146,JUSTINIAC,09700,102,ALUMI'9,Ariège,Occitanie
9147,LABATUT,09700,102,ALUMI'9,Ariège,Occitanie
9170,LISSAC,09700,102,ALUMI'9,Ariège,Occitanie
9199,MONTAUT,09700,102,ALUMI'9,Ariège,Occitanie
9275,ST QUIRC,09700,102,ALUMI'9,Ariège,Occitanie
9282,SAVERDUN,09700,102,ALUMI'9,Ariège,Occitanie
9315,TREMOULET,09700,102,ALUMI'9,Ariège,Occitanie
9331,LE VERNET,09700,102,ALUMI'9,Ariège,Occitanie
9017,ARRIEN EN BETHMALE,09800,102,ALUMI'9,Ariège,Occitanie
9018,ARROUT,09800,102,ALUMI'9,Ariège,Occitanie
9026,AUDRESSEIN,09800,102,ALUMI'9,Ariège,Occitanie
9055,BETHMALE,09800,102,ALUMI'9,Ariège,Occitanie
9085,CASTILLON EN COUSERANS,09800,102,ALUMI'9,Ariège,Occitanie
9095,CESCAU,09800,102,ALUMI'9,Ariège,Occitanie
9111,ENGOMER,09800,102,ALUMI'9,Ariège,Occitanie
11019,AUNAT,11140,102,ALUMI'9,Aude,Occitanie
